AF-A0A535TM65-F1-model_v4.pdb	AF-A0A535TM65-F1-model_v4.pdb
AF-A0A535TM65-F1-model_v4.pdb	AF-A0A7X6TYH6-F1-model_v4.pdb
AF-A0A535TM65-F1-model_v4.pdb	AF-A0A0C1F9A1-F1-model_v4.pdb
AF-A0A535TM65-F1-model_v4.pdb	AF-A0A3A4P1L5-F1-model_v4.pdb
AF-A0A535TM65-F1-model_v4.pdb	AF-A0A7C3IJE3-F1-model_v4.pdb
AF-A0A535TM65-F1-model_v4.pdb	AF-R7NFE9-F1-model_v4.pdb
AF-A0A535TM65-F1-model_v4.pdb	AF-A0A1V4VP44-F1-model_v4.pdb
AF-A0A536GHI1-F1-model_v4.pdb	AF-A0A536GHI1-F1-model_v4.pdb
AF-A0A536GHI1-F1-model_v4.pdb	AF-A0A7C3WGC4-F1-model_v4.pdb
AF-A0A536GHI1-F1-model_v4.pdb	AF-A0A354WL81-F1-model_v4.pdb
AF-A0A536GHI1-F1-model_v4.pdb	AF-A0A7V8FDT3-F1-model_v4.pdb
AF-A0A536GHI1-F1-model_v4.pdb	AF-D6Z7M9-F1-model_v4.pdb
AF-A0A536IK97-F1-model_v4.pdb	AF-A0A536IK97-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A537DX13-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A210QMU7-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A356HK56-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A2G2N8X8-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A4Q6F9G9-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A7C2HNC4-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-Q23073-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A137P1Y7-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A137NU05-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A137PA94-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A6P6NK31-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A7S3V5X2-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-F6QRY5-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-H2YRL1-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A1Q7BW42-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A533ZU50-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A0V0QXX6-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A1G0IHH4-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A2V7E9T1-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A7D8YF03-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A2W4M830-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A534QN70-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A534PZ46-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-Q099X9-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A3A8QLF0-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A142X2D6-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A2A5HRK5-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A0Q9YXI1-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A2K3DSY8-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A1D1ZQV6-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A7R9Y525-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A7S0GZG2-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A3N8CE91-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A2T5NHD6-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A448SMA4-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A7H4Q649-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A845SIL3-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A519ZY16-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A550CK21-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A5C7RXI1-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A813D0V4-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-K9U3H4-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A1Q9R1Y3-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A0N1A9Z7-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A0S4UQ64-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A1V9II02-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A1W9M8H0-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A346NP27-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A3M4DTQ7-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A4Q3NZS3-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A4R6IJG8-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A4V2VZ88-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A7V1LRZ3-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A7V8PIN8-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A836ZPY7-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-F3G3P8-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-J3C524-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-K2FVZ1-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A0B6S4L2-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A257JH25-F1-model_v4.pdb
AF-A0A537DX13-F1-model_v4.pdb	AF-A0A2E5TXU1-F1-model_v4.pdb
